"","GEO.Region","Operating.Airline"
"3546","Asia","Singapore Airlines"
"3547","Asia","Singapore Airlines"
"3548","US","SkyWest Airlines"
"3549","US","SkyWest Airlines"
"3550","US","SkyWest Airlines"
"3551","US","SkyWest Airlines"
"3552","Canada","SkyWest Airlines"
"3553","Canada","SkyWest Airlines"
"3554","US","Southwest Airlines"
"3555","US","Southwest Airlines"
"3556","US","Southwest Airlines"
"3557","US","Sun Country Airlines"
"3558","US","Sun Country Airlines"
"3559","Central America","TACA"
"3560","Central America","TACA"
"3561","US","US Airways"
"3562","US","US Airways"
"3563","US","United Airlines"
"3564","US","United Airlines"
"3565","US","United Airlines - Pre 07/01/2013"
"3566","US","United Airlines - Pre 07/01/2013"
"3567","US","United Airlines - Pre 07/01/2013"
"3568","US","United Airlines - Pre 07/01/2013"
"3569","US","United Airlines - Pre 07/01/2013"
"3570","US","United Airlines - Pre 07/01/2013"
"3571","US","United Airlines - Pre 07/01/2013"
"3572","US","United Airlines - Pre 07/01/2013"
"3573","US","United Airlines - Pre 07/01/2013"
"3574","US","United Airlines - Pre 07/01/2013"
"3575","Asia","United Airlines - Pre 07/01/2013"
"3576","Asia","United Airlines - Pre 07/01/2013"
"3577","Asia","United Airlines - Pre 07/01/2013"
"3578","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3579","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3580","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3581","Canada","United Airlines - Pre 07/01/2013"
"3582","Canada","United Airlines - Pre 07/01/2013"
"3583","Canada","United Airlines - Pre 07/01/2013"
"3584","Europe","United Airlines - Pre 07/01/2013"
"3585","Europe","United Airlines - Pre 07/01/2013"
"3586","Europe","United Airlines - Pre 07/01/2013"
"3587","Mexico","United Airlines - Pre 07/01/2013"
"3588","Mexico","United Airlines - Pre 07/01/2013"
"3589","Mexico","United Airlines - Pre 07/01/2013"
"3590","US","Virgin America"
"3591","US","Virgin America"
"3592","Europe","Virgin Atlantic"
"3593","Europe","Virgin Atlantic"
"3594","US","ATA Airlines"
"3595","Europe","Aer Lingus"
"3596","Europe","Aer Lingus"
"3597","Canada","Air Canada "
"3598","Canada","Air Canada "
"3599","Asia","Air China"
"3600","Asia","Air China"
"3601","Europe","Air France"
"3602","Europe","Air France"
"3603","Australia / Oceania","Air New Zealand"
"3604","Australia / Oceania","Air New Zealand"
"3605","US","AirTran Airways"
"3606","US","AirTran Airways"
"3607","US","Alaska Airlines"
"3608","US","Alaska Airlines"
"3609","US","Alaska Airlines"
"3610","Canada","Alaska Airlines"
"3611","Canada","Alaska Airlines"
"3612","Canada","Alaska Airlines"
"3613","Mexico","Alaska Airlines"
"3614","Mexico","Alaska Airlines"
"3615","Mexico","Alaska Airlines"
"3616","Asia","All Nippon Airways"
"3617","Asia","All Nippon Airways"
"3618","US","American Airlines"
"3619","US","American Airlines"
"3620","US","American Eagle Airlines"
"3621","US","American Eagle Airlines"
"3622","Asia","Asiana Airlines"
"3623","Asia","Asiana Airlines"
"3624","Europe","British Airways"
"3625","Europe","British Airways"
"3626","Asia","Cathay Pacific"
"3627","Asia","Cathay Pacific"
"3628","Asia","China Airlines"
"3629","Asia","China Airlines"
"3630","US","Delta Air Lines"
"3631","US","Delta Air Lines"
"3632","Asia","EVA Airways"
"3633","Asia","EVA Airways"
"3634","Asia","Air China"
"3635","US","ExpressJet Airlines"
"3636","US","ExpressJet Airlines"
"3637","US","Frontier Airlines"
"3638","US","Frontier Airlines"
"3639","US","Hawaiian Airlines"
"3640","US","Hawaiian Airlines"
"3641","US","Horizon Air "
"3642","US","Horizon Air "
"3643","Asia","Japan Airlines"
"3644","Asia","Japan Airlines"
"3645","US","JetBlue Airways "
"3646","US","JetBlue Airways "
"3647","Europe","KLM Royal Dutch Airlines"
"3648","Europe","KLM Royal Dutch Airlines"
"3649","Asia","Korean Air Lines"
"3650","Asia","Korean Air Lines"
"3651","Europe","Lufthansa German Airlines"
"3652","Europe","Lufthansa German Airlines"
"3653","Mexico","Mexicana Airlines"
"3654","Mexico","Mexicana Airlines"
"3655","US","Midwest Airlines"
"3656","US","Midwest Airlines"
"3657","US","Northwest Airlines"
"3658","US","Northwest Airlines"
"3659","Asia","Northwest Airlines"
"3660","Asia","Northwest Airlines"
"3661","Asia","Philippine Airlines"
"3662","Asia","Philippine Airlines"
"3663","Australia / Oceania","Qantas Airways"
"3664","Australia / Oceania","Qantas Airways"
"3665","Asia","Singapore Airlines"
"3666","Asia","Singapore Airlines"
"3667","US","SkyWest Airlines"
"3668","US","SkyWest Airlines"
"3669","US","SkyWest Airlines"
"3670","US","SkyWest Airlines"
"3671","Canada","SkyWest Airlines"
"3672","Canada","SkyWest Airlines"
"3673","US","Southwest Airlines"
"3674","US","Southwest Airlines"
"3675","US","Southwest Airlines"
"3676","US","Sun Country Airlines"
"3677","US","Sun Country Airlines"
"3678","Central America","TACA"
"3679","Central America","TACA"
"3680","US","US Airways"
"3681","US","US Airways"
"3682","US","United Airlines"
"3683","US","United Airlines"
"3684","US","United Airlines - Pre 07/01/2013"
"3685","US","United Airlines - Pre 07/01/2013"
"3686","US","United Airlines - Pre 07/01/2013"
"3687","US","United Airlines - Pre 07/01/2013"
"3688","US","United Airlines - Pre 07/01/2013"
"3689","US","United Airlines - Pre 07/01/2013"
"3690","US","United Airlines - Pre 07/01/2013"
"3691","US","United Airlines - Pre 07/01/2013"
"3692","US","United Airlines - Pre 07/01/2013"
"3693","US","United Airlines - Pre 07/01/2013"
"3694","Asia","United Airlines - Pre 07/01/2013"
"3695","Asia","United Airlines - Pre 07/01/2013"
"3696","Asia","United Airlines - Pre 07/01/2013"
"3697","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3698","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3699","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3700","Canada","United Airlines - Pre 07/01/2013"
"3701","Canada","United Airlines - Pre 07/01/2013"
"3702","Canada","United Airlines - Pre 07/01/2013"
"3703","Europe","United Airlines - Pre 07/01/2013"
"3704","Europe","United Airlines - Pre 07/01/2013"
"3705","Europe","United Airlines - Pre 07/01/2013"
"3706","Mexico","United Airlines - Pre 07/01/2013"
"3707","Mexico","United Airlines - Pre 07/01/2013"
"3708","Mexico","United Airlines - Pre 07/01/2013"
"3709","US","Virgin America"
"3710","US","Virgin America"
"3711","Europe","Virgin Atlantic"
"3712","Europe","Virgin Atlantic"
"3713","Europe","Aer Lingus"
"3714","Europe","Aer Lingus"
"3715","Canada","Air Canada "
"3716","Canada","Air Canada "
"3717","Asia","Air China"
"3718","Asia","Air China"
"3719","Europe","Air France"
"3720","Europe","Air France"
"3721","Australia / Oceania","Air New Zealand"
"3722","Australia / Oceania","Air New Zealand"
"3723","US","AirTran Airways"
"3724","US","AirTran Airways"
"3725","US","Alaska Airlines"
"3726","US","Alaska Airlines"
"3727","US","Alaska Airlines"
"3728","Canada","Alaska Airlines"
"3729","Canada","Alaska Airlines"
"3730","Canada","Alaska Airlines"
"3731","Mexico","Alaska Airlines"
"3732","Mexico","Alaska Airlines"
"3733","Mexico","Alaska Airlines"
"3734","Asia","All Nippon Airways"
"3735","Asia","All Nippon Airways"
"3736","US","American Airlines"
"3737","US","American Airlines"
"3738","US","American Eagle Airlines"
"3739","US","American Eagle Airlines"
"3740","US","Ameriflight"
"3741","Asia","Asiana Airlines"
"3742","Asia","Asiana Airlines"
"3743","Europe","British Airways"
"3744","Europe","British Airways"
"3745","Asia","Cathay Pacific"
"3746","Asia","Cathay Pacific"
"3747","Asia","China Airlines"
"3748","Asia","China Airlines"
"3749","US","Delta Air Lines"
"3750","US","Delta Air Lines"
"3751","Asia","EVA Airways"
"3752","Asia","EVA Airways"
"3753","US","ExpressJet Airlines"
"3754","US","ExpressJet Airlines"
"3755","US","Frontier Airlines"
"3756","US","Frontier Airlines"
"3757","US","Hawaiian Airlines"
"3758","US","Hawaiian Airlines"
"3759","US","Horizon Air "
"3760","US","Horizon Air "
"3761","Asia","Japan Airlines"
"3762","Asia","Japan Airlines"
"3763","US","JetBlue Airways "
"3764","US","JetBlue Airways "
"3765","Europe","KLM Royal Dutch Airlines"
"3766","Europe","KLM Royal Dutch Airlines"
"3767","Asia","Korean Air Lines"
"3768","Asia","Korean Air Lines"
"3769","Europe","Lufthansa German Airlines"
"3770","Europe","Lufthansa German Airlines"
"3771","Mexico","Mexicana Airlines"
"3772","Mexico","Mexicana Airlines"
"3773","US","Midwest Airlines"
"3774","US","Midwest Airlines"
"3775","US","Northwest Airlines"
"3776","US","Northwest Airlines"
"3777","Asia","Northwest Airlines"
"3778","Asia","Northwest Airlines"
"3779","Asia","Philippine Airlines"
"3780","Asia","Philippine Airlines"
"3781","Australia / Oceania","Qantas Airways"
"3782","Australia / Oceania","Qantas Airways"
"3783","Asia","Singapore Airlines"
"3784","Asia","Singapore Airlines"
"3785","US","SkyWest Airlines"
"3786","US","SkyWest Airlines"
"3787","US","SkyWest Airlines"
"3788","US","SkyWest Airlines"
"3789","Canada","SkyWest Airlines"
"3790","Canada","SkyWest Airlines"
"3791","US","Southwest Airlines"
"3792","US","Southwest Airlines"
"3793","US","Southwest Airlines"
"3794","US","Sun Country Airlines"
"3795","US","Sun Country Airlines"
"3796","Central America","TACA"
"3797","Central America","TACA"
"3798","US","US Airways"
"3799","US","US Airways"
"3800","US","United Airlines"
"3801","US","United Airlines"
"3802","US","United Airlines - Pre 07/01/2013"
"3803","US","United Airlines - Pre 07/01/2013"
"3804","US","United Airlines - Pre 07/01/2013"
"3805","US","United Airlines - Pre 07/01/2013"
"3806","US","United Airlines - Pre 07/01/2013"
"3807","US","United Airlines - Pre 07/01/2013"
"3808","US","United Airlines - Pre 07/01/2013"
"3809","US","United Airlines - Pre 07/01/2013"
"3810","US","United Airlines - Pre 07/01/2013"
"3811","US","United Airlines - Pre 07/01/2013"
"3812","Asia","United Airlines - Pre 07/01/2013"
"3813","Asia","United Airlines - Pre 07/01/2013"
"3814","Asia","United Airlines - Pre 07/01/2013"
"3815","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3816","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3817","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3818","Canada","United Airlines - Pre 07/01/2013"
"3819","Canada","United Airlines - Pre 07/01/2013"
"3820","Canada","United Airlines - Pre 07/01/2013"
"3821","Europe","United Airlines - Pre 07/01/2013"
"3822","Europe","United Airlines - Pre 07/01/2013"
"3823","Europe","United Airlines - Pre 07/01/2013"
"3824","Mexico","United Airlines - Pre 07/01/2013"
"3825","Mexico","United Airlines - Pre 07/01/2013"
"3826","Mexico","United Airlines - Pre 07/01/2013"
"3827","US","Virgin America"
"3828","US","Virgin America"
"3829","Europe","Virgin Atlantic"
"3830","Europe","Virgin Atlantic"
"3831","Europe","Aer Lingus"
"3832","Europe","Aer Lingus"
"3833","Canada","Air Canada "
"3834","Canada","Air Canada "
"3835","Asia","Air China"
"3836","Asia","Air China"
"3837","Europe","Air France"
"3838","Europe","Air France"
"3839","Australia / Oceania","Air New Zealand"
"3840","Australia / Oceania","Air New Zealand"
"3841","US","AirTran Airways"
"3842","US","AirTran Airways"
"3843","US","Alaska Airlines"
"3844","US","Alaska Airlines"
"3845","US","Alaska Airlines"
"3846","Canada","Alaska Airlines"
"3847","Canada","Alaska Airlines"
"3848","Canada","Alaska Airlines"
"3849","Mexico","Alaska Airlines"
"3850","Mexico","Alaska Airlines"
"3851","Mexico","Alaska Airlines"
"3852","Asia","All Nippon Airways"
"3853","Asia","All Nippon Airways"
"3854","US","American Airlines"
"3855","US","American Airlines"
"3856","US","American Eagle Airlines"
"3857","US","American Eagle Airlines"
"3858","Asia","Asiana Airlines"
"3859","Asia","Asiana Airlines"
"3860","Europe","British Airways"
"3861","Europe","British Airways"
"3862","Asia","Cathay Pacific"
"3863","Asia","Cathay Pacific"
"3864","Asia","China Airlines"
"3865","Asia","China Airlines"
"3866","US","Delta Air Lines"
"3867","US","Delta Air Lines"
"3868","Asia","EVA Airways"
"3869","Asia","EVA Airways"
"3870","US","ExpressJet Airlines"
"3871","US","ExpressJet Airlines"
"3872","US","Frontier Airlines"
"3873","US","Frontier Airlines"
"3874","US","Hawaiian Airlines"
"3875","US","Hawaiian Airlines"
"3876","US","Horizon Air "
"3877","US","Horizon Air "
"3878","Asia","Japan Airlines"
"3879","Asia","Japan Airlines"
"3880","US","JetBlue Airways "
"3881","US","JetBlue Airways "
"3882","Europe","KLM Royal Dutch Airlines"
"3883","Europe","KLM Royal Dutch Airlines"
"3884","Asia","Korean Air Lines"
"3885","Asia","Korean Air Lines"
"3886","Europe","Lufthansa German Airlines"
"3887","Europe","Lufthansa German Airlines"
"3888","Mexico","Mexicana Airlines"
"3889","Mexico","Mexicana Airlines"
"3890","US","Miami Air International"
"3891","US","Miami Air International"
"3892","US","Midwest Airlines"
"3893","US","Midwest Airlines"
"3894","US","Northwest Airlines"
"3895","US","Northwest Airlines"
"3896","Asia","Northwest Airlines"
"3897","Asia","Northwest Airlines"
"3898","Asia","Philippine Airlines"
"3899","Asia","Philippine Airlines"
"3900","Australia / Oceania","Qantas Airways"
"3901","Australia / Oceania","Qantas Airways"
"3902","Asia","Singapore Airlines"
"3903","Asia","Singapore Airlines"
"3904","US","SkyWest Airlines"
"3905","US","SkyWest Airlines"
"3906","US","SkyWest Airlines"
"3907","US","SkyWest Airlines"
"3908","Canada","SkyWest Airlines"
"3909","Canada","SkyWest Airlines"
"3910","US","Southwest Airlines"
"3911","US","Southwest Airlines"
"3912","US","Southwest Airlines"
"3913","US","Sun Country Airlines"
"3914","US","Sun Country Airlines"
"3915","Central America","TACA"
"3916","Central America","TACA"
"3917","US","US Airways"
"3918","US","US Airways"
"3919","US","United Airlines"
"3920","US","United Airlines"
"3921","US","United Airlines - Pre 07/01/2013"
"3922","US","United Airlines - Pre 07/01/2013"
"3923","US","United Airlines - Pre 07/01/2013"
"3924","US","United Airlines - Pre 07/01/2013"
"3925","US","United Airlines - Pre 07/01/2013"
"3926","US","United Airlines - Pre 07/01/2013"
"3927","US","United Airlines - Pre 07/01/2013"
"3928","US","United Airlines - Pre 07/01/2013"
"3929","US","United Airlines - Pre 07/01/2013"
"3930","US","United Airlines - Pre 07/01/2013"
"3931","Asia","United Airlines - Pre 07/01/2013"
"3932","Asia","United Airlines - Pre 07/01/2013"
"3933","Asia","United Airlines - Pre 07/01/2013"
"3934","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3935","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3936","Australia / Oceania","United Airlines - Pre 07/01/2013"
"3937","Canada","United Airlines - Pre 07/01/2013"
"3938","Canada","United Airlines - Pre 07/01/2013"
"3939","Europe","United Airlines - Pre 07/01/2013"
"3940","Europe","United Airlines - Pre 07/01/2013"
"3941","Europe","United Airlines - Pre 07/01/2013"
"3942","Mexico","United Airlines - Pre 07/01/2013"
"3943","Mexico","United Airlines - Pre 07/01/2013"
"3944","Mexico","United Airlines - Pre 07/01/2013"
"3945","US","Virgin America"
"3946","US","Virgin America"
"3947","Europe","Virgin Atlantic"
"3948","Europe","Virgin Atlantic"
"3949","Europe","Aer Lingus"
"3950","Europe","Aer Lingus"
"3951","Canada","Air Canada "
"3952","Canada","Air Canada "
"3953","Europe","Air France"
"3954","Europe","Air France"
"3955","Australia / Oceania","Air New Zealand"
"3956","Australia / Oceania","Air New Zealand"
"3957","US","AirTran Airways"
"3958","US","AirTran Airways"
"3959","US","Alaska Airlines"
"3960","US","Alaska Airlines"
"3961","US","Alaska Airlines"
"3962","Canada","Alaska Airlines"
"3963","Canada","Alaska Airlines"
"3964","Canada","Alaska Airlines"
"3965","Mexico","Alaska Airlines"
"3966","Mexico","Alaska Airlines"
"3967","Mexico","Alaska Airlines"
"3968","Asia","All Nippon Airways"
"3969","Asia","All Nippon Airways"
"3970","US","American Airlines"
"3971","US","American Airlines"
"3972","US","American Eagle Airlines"
"3973","US","American Eagle Airlines"
"3974","US","Ameriflight"
"3975","Asia","Asiana Airlines"
"3976","Asia","Asiana Airlines"
"3977","Europe","British Airways"
"3978","Europe","British Airways"
"3979","Asia","Cathay Pacific"
"3980","Asia","Cathay Pacific"
"3981","Asia","China Airlines"
"3982","Asia","China Airlines"
"3983","US","Delta Air Lines"
"3984","US","Delta Air Lines"
"3985","Asia","EVA Airways"
"3986","Asia","EVA Airways"
"3987","US","ExpressJet Airlines"
"3988","US","ExpressJet Airlines"
"3989","US","Frontier Airlines"
"3990","US","Frontier Airlines"
"3991","US","Hawaiian Airlines"
