"","GEO.Summary","Operating.Airline"
"12646","International","Emirates "
"12647","Domestic","Frontier Airlines"
"12648","Domestic","Frontier Airlines"
"12649","Domestic","Hawaiian Airlines"
"12650","Domestic","Hawaiian Airlines"
"12651","International","Japan Airlines"
"12652","International","Japan Airlines"
"12653","Domestic","JetBlue Airways "
"12654","Domestic","JetBlue Airways "
"12655","International","KLM Royal Dutch Airlines"
"12656","International","KLM Royal Dutch Airlines"
"12657","International","Korean Air Lines"
"12658","International","Korean Air Lines"
"12659","International","Lufthansa German Airlines"
"12660","International","Lufthansa German Airlines"
"12661","International","Philippine Airlines"
"12662","International","Philippine Airlines"
"12663","Domestic","Republic Airlines"
"12664","International","SAS Airlines"
"12665","International","SAS Airlines"
"12666","International","Singapore Airlines"
"12667","International","Singapore Airlines"
"12668","Domestic","SkyWest Airlines"
"12669","Domestic","SkyWest Airlines"
"12670","Domestic","SkyWest Airlines"
"12671","Domestic","SkyWest Airlines"
"12672","International","SkyWest Airlines"
"12673","International","SkyWest Airlines"
"12674","International","SkyWest Airlines"
"12675","Domestic","Southwest Airlines"
"12676","Domestic","Southwest Airlines"
"12677","Domestic","Southwest Airlines"
"12678","Domestic","Sun Country Airlines"
"12679","Domestic","Sun Country Airlines"
"12680","International","Swiss International"
"12681","International","Swiss International"
"12682","International","TACA"
"12683","International","TACA"
"12684","Domestic","US Airways"
"12685","Domestic","US Airways"
"12686","Domestic","United Airlines"
"12687","Domestic","United Airlines"
"12688","Domestic","United Airlines"
"12689","Domestic","United Airlines"
"12690","Domestic","United Airlines"
"12691","Domestic","United Airlines"
"12692","Domestic","United Airlines"
"12693","Domestic","United Airlines"
"12694","Domestic","United Airlines"
"12695","International","United Airlines"
"12696","International","United Airlines"
"12697","International","United Airlines"
"12698","International","United Airlines"
"12699","International","United Airlines"
"12700","International","United Airlines"
"12701","International","United Airlines"
"12702","International","United Airlines"
"12703","International","United Airlines"
"12704","International","United Airlines"
"12705","International","United Airlines"
"12706","Domestic","Virgin America"
"12707","Domestic","Virgin America"
"12708","International","Virgin America"
"12709","International","Virgin America"
"12710","International","Virgin Atlantic"
"12711","International","Virgin Atlantic"
"12712","International","WestJet Airlines"
"12713","International","WestJet Airlines"
"12714","International","XL Airways France"
"12715","International","XL Airways France"
"12716","International","Aer Lingus"
"12717","International","Aer Lingus"
"12718","International","Aeromexico"
"12719","International","Aeromexico"
"12720","International","Air Canada "
"12721","International","Air Canada "
"12722","International","Air Canada "
"12723","International","Air Canada "
"12724","International","Air China"
"12725","International","Air China"
"12726","International","Air France"
"12727","International","Air France"
"12728","International","Air New Zealand"
"12729","International","Air New Zealand"
"12730","Domestic","AirTran Airways"
"12731","Domestic","AirTran Airways"
"12732","Domestic","Alaska Airlines"
"12733","Domestic","Alaska Airlines"
"12734","International","Alaska Airlines"
"12735","International","Alaska Airlines"
"12736","International","All Nippon Airways"
"12737","International","All Nippon Airways"
"12738","Domestic","American Airlines"
"12739","Domestic","American Airlines"
"12740","International","Asiana Airlines"
"12741","International","Asiana Airlines"
"12742","International","British Airways"
"12743","International","British Airways"
"12744","International","Cathay Pacific"
"12745","International","Cathay Pacific"
"12746","International","China Airlines"
"12747","International","China Airlines"
"12748","International","China Eastern"
"12749","International","China Eastern"
"12750","Domestic","Compass Airlines"
"12751","Domestic","Compass Airlines"
"12752","Domestic","Delta Air Lines"
"12753","Domestic","Delta Air Lines"
"12754","International","EVA Airways"
"12755","International","EVA Airways"
"12756","International","Emirates "
"12757","International","Emirates "
"12758","Domestic","Frontier Airlines"
"12759","Domestic","Frontier Airlines"
"12760","Domestic","Hawaiian Airlines"
"12761","Domestic","Hawaiian Airlines"
"12762","International","Japan Airlines"
"12763","International","Japan Airlines"
"12764","Domestic","JetBlue Airways "
"12765","Domestic","JetBlue Airways "
"12766","International","KLM Royal Dutch Airlines"
"12767","International","KLM Royal Dutch Airlines"
"12768","International","Korean Air Lines"
"12769","International","Korean Air Lines"
"12770","International","Lufthansa German Airlines"
"12771","International","Lufthansa German Airlines"
"12772","Domestic","Mesa Airlines"
"12773","Domestic","Mesa Airlines"
"12774","International","Philippine Airlines"
"12775","International","Philippine Airlines"
"12776","Domestic","Republic Airlines"
"12777","International","SAS Airlines"
"12778","International","SAS Airlines"
"12779","International","Singapore Airlines"
"12780","International","Singapore Airlines"
"12781","Domestic","SkyWest Airlines"
"12782","Domestic","SkyWest Airlines"
"12783","Domestic","SkyWest Airlines"
"12784","Domestic","SkyWest Airlines"
"12785","International","SkyWest Airlines"
"12786","International","SkyWest Airlines"
"12787","International","SkyWest Airlines"
"12788","Domestic","Southwest Airlines"
"12789","Domestic","Southwest Airlines"
"12790","Domestic","Southwest Airlines"
"12791","Domestic","Sun Country Airlines"
"12792","Domestic","Sun Country Airlines"
"12793","International","Swiss International"
"12794","International","Swiss International"
"12795","International","TACA"
"12796","International","TACA"
"12797","Domestic","US Airways"
"12798","Domestic","US Airways"
"12799","Domestic","United Airlines"
"12800","Domestic","United Airlines"
"12801","Domestic","United Airlines"
"12802","Domestic","United Airlines"
"12803","Domestic","United Airlines"
"12804","Domestic","United Airlines"
"12805","Domestic","United Airlines"
"12806","Domestic","United Airlines"
"12807","Domestic","United Airlines"
"12808","International","United Airlines"
"12809","International","United Airlines"
"12810","International","United Airlines"
"12811","International","United Airlines"
"12812","International","United Airlines"
"12813","International","United Airlines"
"12814","International","United Airlines"
"12815","International","United Airlines"
"12816","International","United Airlines"
"12817","International","United Airlines"
"12818","Domestic","Virgin America"
"12819","Domestic","Virgin America"
"12820","International","Virgin America"
"12821","International","Virgin America"
"12822","International","Virgin Atlantic"
"12823","International","Virgin Atlantic"
"12824","International","WestJet Airlines"
"12825","International","WestJet Airlines"
"12826","International","Aer Lingus"
"12827","International","Aer Lingus"
"12828","International","Aeromexico"
"12829","International","Aeromexico"
"12830","International","Air Canada "
"12831","International","Air Canada "
"12832","International","Air Canada "
"12833","International","Air Canada "
"12834","International","Air China"
"12835","International","Air China"
"12836","International","Air France"
"12837","International","Air France"
"12838","International","Air New Zealand"
"12839","International","Air New Zealand"
"12840","Domestic","AirTran Airways"
"12841","Domestic","AirTran Airways"
"12842","Domestic","Alaska Airlines"
"12843","Domestic","Alaska Airlines"
"12844","International","Alaska Airlines"
"12845","International","Alaska Airlines"
"12846","International","All Nippon Airways"
"12847","International","All Nippon Airways"
"12848","Domestic","American Airlines"
"12849","Domestic","American Airlines"
"12850","International","Asiana Airlines"
"12851","International","Asiana Airlines"
"12852","International","British Airways"
"12853","International","British Airways"
"12854","International","Cathay Pacific"
"12855","International","Cathay Pacific"
"12856","International","China Airlines"
"12857","International","China Airlines"
"12858","International","China Eastern"
"12859","International","China Eastern"
"12860","Domestic","Compass Airlines"
"12861","Domestic","Compass Airlines"
"12862","Domestic","Delta Air Lines"
"12863","Domestic","Delta Air Lines"
"12864","International","EVA Airways"
"12865","International","EVA Airways"
"12866","International","Emirates "
"12867","International","Emirates "
"12868","Domestic","Frontier Airlines"
"12869","Domestic","Frontier Airlines"
"12870","Domestic","Hawaiian Airlines"
"12871","Domestic","Hawaiian Airlines"
"12872","International","Japan Airlines"
"12873","International","Japan Airlines"
"12874","Domestic","JetBlue Airways "
"12875","Domestic","JetBlue Airways "
"12876","International","KLM Royal Dutch Airlines"
"12877","International","KLM Royal Dutch Airlines"
"12878","International","Korean Air Lines"
"12879","International","Korean Air Lines"
"12880","International","Lufthansa German Airlines"
"12881","International","Lufthansa German Airlines"
"12882","Domestic","Mesa Airlines"
"12883","Domestic","Mesa Airlines"
"12884","International","Philippine Airlines"
"12885","International","Philippine Airlines"
"12886","International","SAS Airlines"
"12887","International","SAS Airlines"
"12888","International","Singapore Airlines"
"12889","International","Singapore Airlines"
"12890","Domestic","SkyWest Airlines"
"12891","Domestic","SkyWest Airlines"
"12892","Domestic","SkyWest Airlines"
"12893","Domestic","SkyWest Airlines"
"12894","International","SkyWest Airlines"
"12895","International","SkyWest Airlines"
"12896","International","SkyWest Airlines"
"12897","Domestic","Southwest Airlines"
"12898","Domestic","Southwest Airlines"
"12899","Domestic","Southwest Airlines"
"12900","Domestic","Sun Country Airlines"
"12901","Domestic","Sun Country Airlines"
"12902","International","Swiss International"
"12903","International","Swiss International"
"12904","International","TACA"
"12905","International","TACA"
"12906","Domestic","US Airways"
"12907","Domestic","US Airways"
"12908","Domestic","United Airlines"
"12909","Domestic","United Airlines"
"12910","Domestic","United Airlines"
"12911","Domestic","United Airlines"
"12912","Domestic","United Airlines"
"12913","Domestic","United Airlines"
"12914","Domestic","United Airlines"
"12915","Domestic","United Airlines"
"12916","Domestic","United Airlines"
"12917","International","United Airlines"
"12918","International","United Airlines"
"12919","International","United Airlines"
"12920","International","United Airlines"
"12921","International","United Airlines"
"12922","International","United Airlines"
"12923","International","United Airlines"
"12924","International","United Airlines"
"12925","International","United Airlines"
"12926","International","United Airlines"
"12927","International","United Airlines"
"12928","International","United Airlines"
"12929","International","United Airlines"
"12930","International","United Airlines"
"12931","International","United Airlines"
"12932","International","United Airlines"
"12933","International","United Airlines"
"12934","Domestic","Virgin America"
"12935","Domestic","Virgin America"
"12936","International","Virgin America"
"12937","International","Virgin America"
"12938","International","Virgin Atlantic"
"12939","International","Virgin Atlantic"
"12940","International","WestJet Airlines"
"12941","International","WestJet Airlines"
"12942","International","Aer Lingus"
"12943","International","Aer Lingus"
"12944","International","Aeromexico"
"12945","International","Aeromexico"
"12946","International","Air Canada "
"12947","International","Air Canada "
"12948","International","Air Canada "
"12949","International","Air Canada "
"12950","International","Air China"
"12951","International","Air China"
"12952","International","Air France"
"12953","International","Air France"
"12954","International","Air New Zealand"
"12955","International","Air New Zealand"
"12956","Domestic","AirTran Airways"
"12957","Domestic","AirTran Airways"
"12958","Domestic","Alaska Airlines"
"12959","Domestic","Alaska Airlines"
"12960","International","Alaska Airlines"
"12961","International","Alaska Airlines"
"12962","International","All Nippon Airways"
"12963","International","All Nippon Airways"
"12964","Domestic","American Airlines"
"12965","Domestic","American Airlines"
"12966","International","Asiana Airlines"
"12967","International","Asiana Airlines"
"12968","International","British Airways"
"12969","International","British Airways"
"12970","International","Cathay Pacific"
"12971","International","Cathay Pacific"
"12972","International","China Airlines"
"12973","International","China Airlines"
"12974","International","China Eastern"
"12975","International","China Eastern"
"12976","Domestic","Compass Airlines"
"12977","Domestic","Compass Airlines"
"12978","Domestic","Delta Air Lines"
"12979","Domestic","Delta Air Lines"
"12980","International","EVA Airways"
"12981","International","EVA Airways"
"12982","International","Emirates "
"12983","International","Emirates "
"12984","International","Etihad Airways"
"12985","International","Etihad Airways"
"12986","Domestic","Frontier Airlines"
"12987","Domestic","Frontier Airlines"
"12988","Domestic","Frontier Airlines"
"12989","Domestic","Frontier Airlines"
"12990","Domestic","Hawaiian Airlines"
"12991","Domestic","Hawaiian Airlines"
"12992","International","Japan Airlines"
"12993","International","Japan Airlines"
"12994","Domestic","JetBlue Airways "
"12995","Domestic","JetBlue Airways "
"12996","International","KLM Royal Dutch Airlines"
"12997","International","KLM Royal Dutch Airlines"
"12998","International","Korean Air Lines"
"12999","International","Korean Air Lines"
"13000","International","Lufthansa German Airlines"
"13001","International","Lufthansa German Airlines"
"13002","Domestic","Mesa Airlines"
"13003","Domestic","Mesa Airlines"
"13004","Domestic","Mesa Airlines"
"13005","Domestic","Mesa Airlines"
"13006","International","Philippine Airlines"
"13007","International","Philippine Airlines"
"13008","International","SAS Airlines"
"13009","International","SAS Airlines"
"13010","International","Singapore Airlines"
"13011","International","Singapore Airlines"
"13012","Domestic","SkyWest Airlines"
"13013","Domestic","SkyWest Airlines"
"13014","Domestic","SkyWest Airlines"
"13015","Domestic","SkyWest Airlines"
"13016","International","SkyWest Airlines"
"13017","International","SkyWest Airlines"
"13018","International","SkyWest Airlines"
"13019","Domestic","Southwest Airlines"
"13020","Domestic","Southwest Airlines"
"13021","Domestic","Southwest Airlines"
"13022","Domestic","Sun Country Airlines"
"13023","Domestic","Sun Country Airlines"
"13024","International","Swiss International"
"13025","International","Swiss International"
"13026","International","Swissport USA"
"13027","International","Swissport USA"
"13028","International","TACA"
"13029","International","TACA"
"13030","Domestic","US Airways"
"13031","Domestic","US Airways"
"13032","Domestic","United Airlines"
"13033","Domestic","United Airlines"
"13034","Domestic","United Airlines"
"13035","Domestic","United Airlines"
"13036","Domestic","United Airlines"
"13037","Domestic","United Airlines"
"13038","Domestic","United Airlines"
"13039","Domestic","United Airlines"
"13040","Domestic","United Airlines"
"13041","International","United Airlines"
"13042","International","United Airlines"
"13043","International","United Airlines"
"13044","International","United Airlines"
"13045","International","United Airlines"
"13046","International","United Airlines"
"13047","International","United Airlines"
"13048","International","United Airlines"
"13049","International","United Airlines"
"13050","International","United Airlines"
"13051","International","United Airlines"
"13052","International","United Airlines"
"13053","International","United Airlines"
"13054","International","United Airlines"
"13055","International","United Airlines"
"13056","International","United Airlines"
"13057","International","United Airlines"
"13058","International","United Airlines"
"13059","Domestic","Virgin America"
"13060","Domestic","Virgin America"
"13061","International","Virgin America"
"13062","International","Virgin America"
"13063","International","Virgin Atlantic"
"13064","International","Virgin Atlantic"
"13065","International","Aer Lingus"
"13066","International","Aer Lingus"
"13067","International","Aeromexico"
"13068","International","Aeromexico"
"13069","International","Air Canada "
"13070","International","Air Canada "
"13071","International","Air Canada "
"13072","International","Air Canada "
"13073","International","Air China"
"13074","International","Air China"
"13075","International","Air France"
"13076","International","Air France"
"13077","International","Air New Zealand"
"13078","International","Air New Zealand"
"13079","Domestic","Alaska Airlines"
"13080","Domestic","Alaska Airlines"
"13081","International","Alaska Airlines"
"13082","International","Alaska Airlines"
"13083","International","All Nippon Airways"
"13084","International","All Nippon Airways"
"13085","Domestic","American Airlines"
"13086","Domestic","American Airlines"
"13087","International","Asiana Airlines"
"13088","International","Asiana Airlines"
"13089","International","British Airways"
"13090","International","British Airways"
"13091","International","Cathay Pacific"
"13092","International","Cathay Pacific"
"13093","International","China Airlines"
"13094","International","China Airlines"
"13095","International","China Eastern"
"13096","International","China Eastern"
"13097","International","China Southern"
"13098","International","China Southern"
"13099","Domestic","Compass Airlines"
"13100","Domestic","Compass Airlines"
"13101","Domestic","Delta Air Lines"
"13102","Domestic","Delta Air Lines"
"13103","Domestic","Delta Air Lines"
"13104","International","EVA Airways"
"13105","International","EVA Airways"
"13106","International","Emirates "
"13107","International","Emirates "
"13108","International","Etihad Airways"
"13109","International","Etihad Airways"
"13110","Domestic","Frontier Airlines"
"13111","Domestic","Frontier Airlines"
"13112","Domestic","Hawaiian Airlines"
"13113","Domestic","Hawaiian Airlines"
"13114","International","Japan Airlines"
"13115","International","Japan Airlines"
"13116","Domestic","JetBlue Airways "
"13117","Domestic","JetBlue Airways "
"13118","International","KLM Royal Dutch Airlines"
"13119","International","KLM Royal Dutch Airlines"
"13120","International","Korean Air Lines"
"13121","International","Korean Air Lines"
"13122","International","Lufthansa German Airlines"
"13123","International","Lufthansa German Airlines"
"13124","Domestic","Mesa Airlines"
"13125","Domestic","Mesa Airlines"
"13126","International","Philippine Airlines"
"13127","International","Philippine Airlines"
"13128","Domestic","Republic Airlines"
"13129","Domestic","Republic Airlines"
"13130","International","SAS Airlines"
"13131","International","SAS Airlines"
"13132","International","Singapore Airlines"
"13133","International","Singapore Airlines"
"13134","Domestic","SkyWest Airlines"
"13135","Domestic","SkyWest Airlines"
"13136","Domestic","SkyWest Airlines"
"13137","Domestic","SkyWest Airlines"
"13138","International","SkyWest Airlines"
"13139","International","SkyWest Airlines"
"13140","International","SkyWest Airlines"
"13141","Domestic","Southwest Airlines"
"13142","Domestic","Southwest Airlines"
"13143","Domestic","Southwest Airlines"
"13144","Domestic","Sun Country Airlines"
"13145","Domestic","Sun Country Airlines"
"13146","International","Swiss International"
"13147","International","Swiss International"
"13148","International","TACA"
"13149","International","TACA"
"13150","Domestic","US Airways"
"13151","Domestic","US Airways"
"13152","Domestic","United Airlines"
"13153","Domestic","United Airlines"
"13154","Domestic","United Airlines"
"13155","Domestic","United Airlines"
"13156","Domestic","United Airlines"
"13157","Domestic","United Airlines"
"13158","Domestic","United Airlines"
"13159","Domestic","United Airlines"
"13160","International","United Airlines"
"13161","International","United Airlines"
"13162","International","United Airlines"
"13163","International","United Airlines"
"13164","International","United Airlines"
"13165","International","United Airlines"
"13166","International","United Airlines"
"13167","International","United Airlines"
"13168","International","United Airlines"
"13169","International","United Airlines"
"13170","International","United Airlines"
"13171","International","United Airlines"
"13172","International","United Airlines"
"13173","Domestic","Virgin America"
"13174","Domestic","Virgin America"
"13175","International","Virgin America"
"13176","International","Virgin America"
"13177","International","Virgin Atlantic"
"13178","International","Virgin Atlantic"
"13179","International","Aer Lingus"
"13180","International","Aer Lingus"
"13181","International","Aeromexico"
"13182","International","Aeromexico"
"13183","International","Air Canada "
"13184","International","Air Canada "
"13185","International","Air Canada "
"13186","International","Air Canada "
"13187","International","Air China"
"13188","International","Air China"
"13189","International","Air France"
"13190","International","Air France"
"13191","International","Air New Zealand"
"13192","International","Air New Zealand"
"13193","Domestic","Alaska Airlines"
"13194","Domestic","Alaska Airlines"
"13195","International","Alaska Airlines"
"13196","International","Alaska Airlines"
"13197","International","All Nippon Airways"
"13198","International","All Nippon Airways"
"13199","Domestic","American Airlines"
"13200","Domestic","American Airlines"
"13201","International","Asiana Airlines"
"13202","International","Asiana Airlines"
"13203","International","British Airways"
"13204","International","British Airways"
"13205","International","Cathay Pacific"
"13206","International","Cathay Pacific"
"13207","International","China Airlines"
"13208","International","China Airlines"
"13209","International","China Eastern"
"13210","International","China Eastern"
"13211","International","China Southern"
"13212","International","China Southern"
"13213","Domestic","Compass Airlines"
"13214","Domestic","Compass Airlines"
"13215","Domestic","Delta Air Lines"
"13216","Domestic","Delta Air Lines"
"13217","Domestic","Delta Air Lines"
"13218","International","EVA Airways"
"13219","International","EVA Airways"
"13220","International","Emirates "
"13221","International","Emirates "
"13222","International","Etihad Airways"
"13223","International","Etihad Airways"
"13224","Domestic","Frontier Airlines"
"13225","Domestic","Frontier Airlines"
"13226","Domestic","Hawaiian Airlines"
"13227","Domestic","Hawaiian Airlines"
"13228","International","Japan Airlines"
"13229","International","Japan Airlines"
"13230","Domestic","JetBlue Airways "
"13231","Domestic","JetBlue Airways "
"13232","International","KLM Royal Dutch Airlines"
"13233","International","KLM Royal Dutch Airlines"
"13234","International","Korean Air Lines"
"13235","International","Korean Air Lines"
"13236","International","Lufthansa German Airlines"
"13237","International","Lufthansa German Airlines"
"13238","Domestic","Mesa Airlines"
"13239","Domestic","Mesa Airlines"
"13240","International","Philippine Airlines"
"13241","International","Philippine Airlines"
"13242","Domestic","Republic Airlines"
"13243","International","SAS Airlines"
"13244","International","SAS Airlines"
"13245","International","Singapore Airlines"
"13246","International","Singapore Airlines"
"13247","Domestic","SkyWest Airlines"
"13248","Domestic","SkyWest Airlines"
"13249","Domestic","SkyWest Airlines"
"13250","Domestic","SkyWest Airlines"
"13251","International","SkyWest Airlines"
"13252","International","SkyWest Airlines"
"13253","International","SkyWest Airlines"
"13254","Domestic","Southwest Airlines"
"13255","Domestic","Southwest Airlines"
"13256","Domestic","Southwest Airlines"
"13257","Domestic","Sun Country Airlines"
"13258","Domestic","Sun Country Airlines"
"13259","International","Sun Country Airlines"
"13260","International","Sun Country Airlines"
"13261","International","Swiss International"
"13262","International","Swiss International"
"13263","International","TACA"
"13264","International","TACA"
"13265","Domestic","US Airways"
"13266","Domestic","US Airways"
"13267","Domestic","United Airlines"
"13268","Domestic","United Airlines"
"13269","Domestic","United Airlines"
"13270","Domestic","United Airlines"
"13271","Domestic","United Airlines"
"13272","Domestic","United Airlines"
"13273","Domestic","United Airlines"
"13274","Domestic","United Airlines"
"13275","Domestic","United Airlines"
"13276","International","United Airlines"
"13277","International","United Airlines"
"13278","International","United Airlines"
"13279","International","United Airlines"
"13280","International","United Airlines"
"13281","International","United Airlines"
"13282","International","United Airlines"
"13283","International","United Airlines"
"13284","International","United Airlines"
"13285","International","United Airlines"
"13286","International","United Airlines"
"13287","International","United Airlines"
"13288","International","United Airlines"
"13289","International","United Airlines"
"13290","International","United Airlines"
"13291","International","United Airlines"
"13292","International","United Airlines"
"13293","International","United Airlines"
"13294","Domestic","Virgin America"
"13295","Domestic","Virgin America"
"13296","International","Virgin America"
"13297","International","Virgin America"
"13298","International","Virgin Atlantic"
"13299","International","Virgin Atlantic"
"13300","International","Aer Lingus"
"13301","International","Aer Lingus"
"13302","International","Aeromexico"
"13303","International","Aeromexico"
"13304","International","Air Canada "
"13305","International","Air Canada "
"13306","International","Air Canada "
"13307","International","Air Canada "
"13308","International","Air China"
"13309","International","Air China"
"13310","International","Air France"
"13311","International","Air France"
"13312","International","Air New Zealand"
"13313","International","Air New Zealand"
"13314","Domestic","Alaska Airlines"
"13315","Domestic","Alaska Airlines"
"13316","International","Alaska Airlines"
"13317","International","Alaska Airlines"
"13318","International","All Nippon Airways"
"13319","International","All Nippon Airways"
"13320","Domestic","American Airlines"
"13321","Domestic","American Airlines"
"13322","International","Asiana Airlines"
"13323","International","Asiana Airlines"
"13324","International","British Airways"
"13325","International","British Airways"
"13326","International","Cathay Pacific"
"13327","International","Cathay Pacific"
"13328","International","China Airlines"
"13329","International","China Airlines"
"13330","International","China Eastern"
"13331","International","China Eastern"
"13332","International","China Southern"
"13333","International","China Southern"
"13334","Domestic","Compass Airlines"
"13335","Domestic","Compass Airlines"
"13336","Domestic","Delta Air Lines"
"13337","Domestic","Delta Air Lines"
"13338","Domestic","Delta Air Lines"
"13339","International","EVA Airways"
"13340","International","EVA Airways"
"13341","International","Emirates "
"13342","International","Emirates "
"13343","International","Etihad Airways"
"13344","International","Etihad Airways"
"13345","Domestic","Frontier Airlines"
"13346","Domestic","Frontier Airlines"
"13347","Domestic","Hawaiian Airlines"
"13348","Domestic","Hawaiian Airlines"
"13349","International","Japan Airlines"
"13350","International","Japan Airlines"
"13351","Domestic","JetBlue Airways "
"13352","Domestic","JetBlue Airways "
"13353","International","KLM Royal Dutch Airlines"
"13354","International","KLM Royal Dutch Airlines"
"13355","International","Korean Air Lines"
"13356","International","Korean Air Lines"
"13357","International","Lufthansa German Airlines"
"13358","International","Lufthansa German Airlines"
"13359","Domestic","Mesa Airlines"
"13360","Domestic","Mesa Airlines"
"13361","International","Philippine Airlines"
"13362","International","Philippine Airlines"
"13363","Domestic","Republic Airlines"
"13364","International","SAS Airlines"
"13365","International","SAS Airlines"
"13366","International","Singapore Airlines"
"13367","International","Singapore Airlines"
"13368","Domestic","SkyWest Airlines"
"13369","Domestic","SkyWest Airlines"
"13370","Domestic","SkyWest Airlines"
"13371","Domestic","SkyWest Airlines"
"13372","Domestic","SkyWest Airlines"
"13373","International","SkyWest Airlines"
"13374","International","SkyWest Airlines"
"13375","International","SkyWest Airlines"
"13376","Domestic","Southwest Airlines"
"13377","Domestic","Southwest Airlines"
"13378","Domestic","Southwest Airlines"
"13379","Domestic","Sun Country Airlines"
"13380","Domestic","Sun Country Airlines"
"13381","International","Sun Country Airlines"
"13382","International","Sun Country Airlines"
"13383","International","Swiss International"
"13384","International","Swiss International"
"13385","International","TACA"
"13386","International","TACA"
"13387","Domestic","US Airways"
"13388","Domestic","US Airways"
"13389","Domestic","United Airlines"
"13390","Domestic","United Airlines"
"13391","Domestic","United Airlines"
"13392","Domestic","United Airlines"
"13393","Domestic","United Airlines"
"13394","Domestic","United Airlines"
"13395","Domestic","United Airlines"
"13396","Domestic","United Airlines"
"13397","Domestic","United Airlines"
"13398","International","United Airlines"
"13399","International","United Airlines"
"13400","International","United Airlines"
"13401","International","United Airlines"
"13402","International","United Airlines"
"13403","International","United Airlines"
"13404","International","United Airlines"
"13405","International","United Airlines"
"13406","International","United Airlines"
"13407","International","United Airlines"
"13408","International","United Airlines"
"13409","International","United Airlines"
"13410","International","United Airlines"
"13411","International","United Airlines"
"13412","International","United Airlines"
"13413","International","United Airlines"
"13414","International","United Airlines"
"13415","Domestic","Virgin America"
"13416","Domestic","Virgin America"
"13417","International","Virgin America"
"13418","International","Virgin America"
"13419","International","Virgin Atlantic"
"13420","International","Virgin Atlantic"
"13421","International","Aer Lingus"
"13422","International","Aer Lingus"
"13423","International","Aeromexico"
"13424","International","Aeromexico"
"13425","International","Air Canada "
"13426","International","Air Canada "
"13427","International","Air Canada "
"13428","International","Air Canada "
"13429","International","Air China"
"13430","International","Air China"
"13431","International","Air France"
"13432","International","Air France"
"13433","International","Air New Zealand"
"13434","International","Air New Zealand"
"13435","Domestic","Alaska Airlines"
"13436","Domestic","Alaska Airlines"
"13437","International","Alaska Airlines"
"13438","International","Alaska Airlines"
"13439","International","All Nippon Airways"
"13440","International","All Nippon Airways"
"13441","Domestic","American Airlines"
"13442","Domestic","American Airlines"
"13443","International","Asiana Airlines"
"13444","International","Asiana Airlines"
"13445","International","British Airways"
"13446","International","British Airways"
"13447","International","Cathay Pacific"
"13448","International","Cathay Pacific"
"13449","International","China Airlines"
"13450","International","China Airlines"
"13451","International","China Eastern"
"13452","International","China Eastern"
"13453","International","China Southern"
"13454","International","China Southern"
"13455","Domestic","Compass Airlines"
"13456","Domestic","Compass Airlines"
"13457","Domestic","Delta Air Lines"
"13458","Domestic","Delta Air Lines"
"13459","International","EVA Airways"
"13460","International","EVA Airways"
"13461","International","Emirates "
"13462","International","Emirates "
"13463","International","Etihad Airways"
"13464","International","Etihad Airways"
"13465","Domestic","Frontier Airlines"
"13466","Domestic","Frontier Airlines"
"13467","Domestic","Hawaiian Airlines"
"13468","Domestic","Hawaiian Airlines"
"13469","International","Japan Airlines"
"13470","International","Japan Airlines"
"13471","Domestic","JetBlue Airways "
"13472","Domestic","JetBlue Airways "
"13473","International","KLM Royal Dutch Airlines"
"13474","International","KLM Royal Dutch Airlines"
"13475","International","Korean Air Lines"
"13476","International","Korean Air Lines"
"13477","International","Lufthansa German Airlines"
"13478","International","Lufthansa German Airlines"
"13479","Domestic","Mesa Airlines"
"13480","Domestic","Mesa Airlines"
"13481","International","Philippine Airlines"
"13482","International","Philippine Airlines"
"13483","International","SAS Airlines"
"13484","International","SAS Airlines"
"13485","International","Singapore Airlines"
"13486","International","Singapore Airlines"
"13487","Domestic","SkyWest Airlines"
"13488","Domestic","SkyWest Airlines"
"13489","Domestic","SkyWest Airlines"
"13490","Domestic","SkyWest Airlines"
"13491","International","SkyWest Airlines"
"13492","International","SkyWest Airlines"
"13493","International","SkyWest Airlines"
"13494","Domestic","Southwest Airlines"
"13495","Domestic","Southwest Airlines"
"13496","Domestic","Southwest Airlines"
"13497","Domestic","Sun Country Airlines"
"13498","Domestic","Sun Country Airlines"
"13499","International","Sun Country Airlines"
"13500","International","Swiss International"
"13501","International","Swiss International"
"13502","International","TACA"
"13503","International","TACA"
"13504","Domestic","US Airways"
"13505","Domestic","US Airways"
"13506","Domestic","United Airlines"
"13507","Domestic","United Airlines"
"13508","Domestic","United Airlines"
"13509","Domestic","United Airlines"
"13510","Domestic","United Airlines"
"13511","Domestic","United Airlines"
"13512","Domestic","United Airlines"
"13513","Domestic","United Airlines"
"13514","Domestic","United Airlines"
"13515","International","United Airlines"
"13516","International","United Airlines"
"13517","International","United Airlines"
"13518","International","United Airlines"
"13519","International","United Airlines"
"13520","International","United Airlines"
"13521","International","United Airlines"
"13522","International","United Airlines"
"13523","International","United Airlines"
"13524","International","United Airlines"
"13525","International","United Airlines"
"13526","International","United Airlines"
"13527","International","United Airlines"
"13528","International","United Airlines"
"13529","International","United Airlines"
"13530","International","United Airlines"
"13531","International","United Airlines"
"13532","Domestic","Virgin America"
"13533","Domestic","Virgin America"
"13534","International","Virgin America"
"13535","International","Virgin America"
"13536","International","Virgin Atlantic"
"13537","International","Virgin Atlantic"
"13538","International","Aer Lingus"
