"","GEO.Summary","Operating.Airline"
"1","Domestic","ATA Airlines"
"2","Domestic","ATA Airlines"
"3","Domestic","ATA Airlines"
"4","International","Air Canada "
"5","International","Air Canada "
"6","International","Air China"
"7","International","Air China"
"8","International","Air France"
"9","International","Air France"
"10","International","Air New Zealand"
"11","International","Air New Zealand"
"12","Domestic","AirTran Airways"
"13","Domestic","AirTran Airways"
"14","Domestic","Alaska Airlines"
"15","Domestic","Alaska Airlines"
"16","Domestic","Alaska Airlines"
"17","International","Alaska Airlines"
"18","International","Alaska Airlines"
"19","International","Alaska Airlines"
"20","International","Alaska Airlines"
"21","International","Alaska Airlines"
"22","International","All Nippon Airways"
"23","International","All Nippon Airways"
"24","Domestic","American Airlines"
"25","Domestic","American Airlines"
"26","Domestic","American Eagle Airlines"
"27","Domestic","American Eagle Airlines"
"28","International","Asiana Airlines"
"29","International","Asiana Airlines"
"30","Domestic","Atlantic Southeast Airlines"
"31","Domestic","Atlantic Southeast Airlines"
"32","International","BelAir Airlines"
"33","International","BelAir Airlines"
"34","International","British Airways"
"35","International","British Airways"
"36","International","Cathay Pacific"
"37","International","Cathay Pacific"
"38","International","China Airlines"
"39","International","China Airlines"
"40","Domestic","Delta Air Lines"
"41","Domestic","Delta Air Lines"
"42","International","EVA Airways"
"43","International","EVA Airways"
"44","Domestic","Frontier Airlines"
"45","Domestic","Frontier Airlines"
"46","Domestic","Hawaiian Airlines"
"47","Domestic","Hawaiian Airlines"
"48","Domestic","Horizon Air "
"49","Domestic","Horizon Air "
"50","International","Icelandair"
"51","International","Icelandair"
"52","Domestic","Independence Air"
"53","Domestic","Independence Air"
"54","International","Japan Airlines"
"55","International","Japan Airlines"
"56","International","KLM Royal Dutch Airlines"
"57","International","KLM Royal Dutch Airlines"
"58","International","Korean Air Lines"
"59","International","Korean Air Lines"
"60","International","Lufthansa German Airlines"
"61","International","Lufthansa German Airlines"
"62","Domestic","Mesa Airlines"
"63","Domestic","Mesa Airlines"
"64","International","Mexicana Airlines"
"65","International","Mexicana Airlines"
"66","Domestic","Midwest Airlines"
"67","Domestic","Midwest Airlines"
"68","Domestic","Northwest Airlines"
"69","Domestic","Northwest Airlines"
"70","International","Northwest Airlines"
"71","International","Northwest Airlines"
"72","International","Philippine Airlines"
"73","International","Philippine Airlines"
"74","International","Singapore Airlines"
"75","International","Singapore Airlines"
"76","Domestic","SkyWest Airlines"
"77","Domestic","SkyWest Airlines"
"78","Domestic","SkyWest Airlines"
"79","Domestic","SkyWest Airlines"
"80","International","SkyWest Airlines"
"81","International","SkyWest Airlines"
"82","Domestic","Sun Country Airlines"
"83","Domestic","Sun Country Airlines"
"84","International","TACA"
"85","International","TACA"
"86","Domestic","US Airways"
"87","Domestic","US Airways"
"88","Domestic","US Airways"
"89","Domestic","US Airways"
"90","Domestic","United Airlines"
"91","Domestic","United Airlines"
"92","Domestic","United Airlines - Pre 07/01/2013"
"93","Domestic","United Airlines - Pre 07/01/2013"
"94","Domestic","United Airlines - Pre 07/01/2013"
"95","Domestic","United Airlines - Pre 07/01/2013"
"96","Domestic","United Airlines - Pre 07/01/2013"
"97","International","United Airlines - Pre 07/01/2013"
"98","International","United Airlines - Pre 07/01/2013"
"99","International","United Airlines - Pre 07/01/2013"
"100","International","United Airlines - Pre 07/01/2013"
"101","International","United Airlines - Pre 07/01/2013"
"102","International","United Airlines - Pre 07/01/2013"
"103","International","United Airlines - Pre 07/01/2013"
"104","International","United Airlines - Pre 07/01/2013"
"105","International","United Airlines - Pre 07/01/2013"
"106","International","United Airlines - Pre 07/01/2013"
"107","International","United Airlines - Pre 07/01/2013"
"108","International","United Airlines - Pre 07/01/2013"
"109","International","United Airlines - Pre 07/01/2013"
"110","International","United Airlines - Pre 07/01/2013"
"111","International","United Airlines - Pre 07/01/2013"
"112","International","Virgin Atlantic"
"113","International","Virgin Atlantic"
"114","International","WestJet Airlines"
"115","International","WestJet Airlines"
"116","Domestic","ATA Airlines"
"117","Domestic","ATA Airlines"
"118","Domestic","ATA Airlines"
"119","International","Air Canada "
"120","International","Air Canada "
"121","International","Air China"
"122","International","Air China"
"123","International","Air France"
"124","International","Air France"
"125","International","Air New Zealand"
"126","International","Air New Zealand"
"127","Domestic","AirTran Airways"
"128","Domestic","AirTran Airways"
"129","Domestic","Alaska Airlines"
"130","Domestic","Alaska Airlines"
"131","Domestic","Alaska Airlines"
"132","International","Alaska Airlines"
"133","International","Alaska Airlines"
"134","International","Alaska Airlines"
"135","International","Alaska Airlines"
"136","International","Alaska Airlines"
"137","International","All Nippon Airways"
"138","International","All Nippon Airways"
"139","Domestic","American Airlines"
"140","Domestic","American Airlines"
"141","Domestic","American Eagle Airlines"
"142","Domestic","American Eagle Airlines"
"143","International","Asiana Airlines"
"144","International","Asiana Airlines"
"145","Domestic","Atlantic Southeast Airlines"
"146","Domestic","Atlantic Southeast Airlines"
"147","International","BelAir Airlines"
"148","International","BelAir Airlines"
"149","Domestic","Boeing Company"
"150","International","British Airways"
"151","International","British Airways"
"152","International","Cathay Pacific"
"153","International","Cathay Pacific"
"154","International","China Airlines"
"155","International","China Airlines"
"156","Domestic","Delta Air Lines"
"157","Domestic","Delta Air Lines"
"158","International","EVA Airways"
"159","International","EVA Airways"
"160","Domestic","Frontier Airlines"
"161","Domestic","Frontier Airlines"
"162","Domestic","Hawaiian Airlines"
"163","Domestic","Hawaiian Airlines"
"164","Domestic","Horizon Air "
"165","Domestic","Horizon Air "
"166","International","Icelandair"
"167","International","Icelandair"
"168","Domestic","Independence Air"
"169","Domestic","Independence Air"
"170","International","Japan Airlines"
"171","International","Japan Airlines"
"172","International","KLM Royal Dutch Airlines"
"173","International","KLM Royal Dutch Airlines"
"174","International","Korean Air Lines"
"175","International","Korean Air Lines"
"176","International","Lufthansa German Airlines"
"177","International","Lufthansa German Airlines"
"178","Domestic","Mesa Airlines"
"179","Domestic","Mesa Airlines"
"180","International","Mexicana Airlines"
"181","International","Mexicana Airlines"
"182","Domestic","Midwest Airlines"
"183","Domestic","Midwest Airlines"
"184","Domestic","Northwest Airlines"
"185","Domestic","Northwest Airlines"
"186","International","Northwest Airlines"
"187","International","Northwest Airlines"
"188","International","Philippine Airlines"
"189","International","Philippine Airlines"
"190","International","Singapore Airlines"
"191","International","Singapore Airlines"
"192","Domestic","SkyWest Airlines"
"193","Domestic","SkyWest Airlines"
"194","Domestic","SkyWest Airlines"
"195","Domestic","SkyWest Airlines"
"196","International","SkyWest Airlines"
"197","International","SkyWest Airlines"
"198","Domestic","Sun Country Airlines"
"199","Domestic","Sun Country Airlines"
"200","International","TACA"
"201","International","TACA"
"202","Domestic","US Airways"
"203","Domestic","US Airways"
"204","Domestic","US Airways"
"205","Domestic","US Airways"
"206","Domestic","United Airlines"
"207","Domestic","United Airlines"
"208","Domestic","United Airlines - Pre 07/01/2013"
"209","Domestic","United Airlines - Pre 07/01/2013"
"210","Domestic","United Airlines - Pre 07/01/2013"
"211","Domestic","United Airlines - Pre 07/01/2013"
"212","Domestic","United Airlines - Pre 07/01/2013"
"213","Domestic","United Airlines - Pre 07/01/2013"
"214","Domestic","United Airlines - Pre 07/01/2013"
"215","Domestic","United Airlines - Pre 07/01/2013"
"216","International","United Airlines - Pre 07/01/2013"
"217","International","United Airlines - Pre 07/01/2013"
"218","International","United Airlines - Pre 07/01/2013"
"219","International","United Airlines - Pre 07/01/2013"
"220","International","United Airlines - Pre 07/01/2013"
"221","International","United Airlines - Pre 07/01/2013"
"222","International","United Airlines - Pre 07/01/2013"
"223","International","United Airlines - Pre 07/01/2013"
"224","International","United Airlines - Pre 07/01/2013"
"225","International","United Airlines - Pre 07/01/2013"
"226","International","United Airlines - Pre 07/01/2013"
"227","International","United Airlines - Pre 07/01/2013"
"228","International","United Airlines - Pre 07/01/2013"
"229","International","United Airlines - Pre 07/01/2013"
"230","International","Virgin Atlantic"
"231","International","Virgin Atlantic"
"232","International","WestJet Airlines"
"233","International","WestJet Airlines"
"234","Domestic","ATA Airlines"
"235","Domestic","ATA Airlines"
"236","Domestic","ATA Airlines"
"237","International","Air Canada "
"238","International","Air Canada "
"239","International","Air China"
"240","International","Air China"
"241","International","Air France"
"242","International","Air France"
"243","International","Air New Zealand"
"244","International","Air New Zealand"
"245","Domestic","AirTran Airways"
"246","Domestic","AirTran Airways"
"247","Domestic","Alaska Airlines"
"248","Domestic","Alaska Airlines"
"249","Domestic","Alaska Airlines"
"250","International","Alaska Airlines"
"251","International","Alaska Airlines"
"252","International","Alaska Airlines"
"253","International","Alaska Airlines"
"254","International","Alaska Airlines"
"255","International","Alaska Airlines"
"256","International","All Nippon Airways"
"257","International","All Nippon Airways"
"258","Domestic","American Airlines"
"259","Domestic","American Airlines"
"260","Domestic","American Eagle Airlines"
"261","Domestic","American Eagle Airlines"
"262","International","Asiana Airlines"
"263","International","Asiana Airlines"
"264","International","BelAir Airlines"
"265","International","BelAir Airlines"
"266","International","British Airways"
"267","International","British Airways"
"268","International","Cathay Pacific"
"269","International","Cathay Pacific"
"270","International","China Airlines"
"271","International","China Airlines"
"272","Domestic","Delta Air Lines"
"273","Domestic","Delta Air Lines"
"274","Domestic","Delta Air Lines"
"275","Domestic","Delta Air Lines"
"276","International","EVA Airways"
"277","International","EVA Airways"
"278","Domestic","Frontier Airlines"
"279","Domestic","Frontier Airlines"
"280","Domestic","Hawaiian Airlines"
"281","Domestic","Hawaiian Airlines"
"282","Domestic","Horizon Air "
"283","Domestic","Horizon Air "
"284","International","Icelandair"
"285","International","Icelandair"
"286","Domestic","Independence Air"
"287","Domestic","Independence Air"
"288","International","Japan Airlines"
"289","International","Japan Airlines"
"290","International","KLM Royal Dutch Airlines"
"291","International","KLM Royal Dutch Airlines"
"292","International","Korean Air Lines"
"293","International","Korean Air Lines"
"294","International","Lufthansa German Airlines"
"295","International","Lufthansa German Airlines"
"296","Domestic","Mesa Airlines"
"297","Domestic","Mesa Airlines"
"298","International","Mexicana Airlines"
"299","International","Mexicana Airlines"
"300","Domestic","Midwest Airlines"
"301","Domestic","Midwest Airlines"
"302","Domestic","Northwest Airlines"
"303","Domestic","Northwest Airlines"
"304","International","Northwest Airlines"
"305","International","Northwest Airlines"
"306","International","Philippine Airlines"
"307","International","Philippine Airlines"
"308","International","Singapore Airlines"
"309","International","Singapore Airlines"
"310","Domestic","SkyWest Airlines"
"311","Domestic","SkyWest Airlines"
"312","Domestic","SkyWest Airlines"
"313","Domestic","SkyWest Airlines"
"314","International","SkyWest Airlines"
"315","International","SkyWest Airlines"
"316","Domestic","Sun Country Airlines"
"317","Domestic","Sun Country Airlines"
"318","International","TACA"
"319","International","TACA"
"320","Domestic","US Airways"
"321","Domestic","US Airways"
"322","Domestic","US Airways"
"323","Domestic","US Airways"
"324","Domestic","United Airlines"
"325","Domestic","United Airlines"
"326","Domestic","United Airlines - Pre 07/01/2013"
"327","Domestic","United Airlines - Pre 07/01/2013"
"328","Domestic","United Airlines - Pre 07/01/2013"
"329","Domestic","United Airlines - Pre 07/01/2013"
"330","Domestic","United Airlines - Pre 07/01/2013"
"331","Domestic","United Airlines - Pre 07/01/2013"
"332","Domestic","United Airlines - Pre 07/01/2013"
"333","Domestic","United Airlines - Pre 07/01/2013"
"334","International","United Airlines - Pre 07/01/2013"
"335","International","United Airlines - Pre 07/01/2013"
"336","International","United Airlines - Pre 07/01/2013"
"337","International","United Airlines - Pre 07/01/2013"
"338","International","United Airlines - Pre 07/01/2013"
"339","International","United Airlines - Pre 07/01/2013"
"340","International","United Airlines - Pre 07/01/2013"
"341","International","United Airlines - Pre 07/01/2013"
"342","International","United Airlines - Pre 07/01/2013"
"343","International","United Airlines - Pre 07/01/2013"
"344","International","United Airlines - Pre 07/01/2013"
"345","International","United Airlines - Pre 07/01/2013"
"346","International","United Airlines - Pre 07/01/2013"
"347","International","United Airlines - Pre 07/01/2013"
"348","International","United Airlines - Pre 07/01/2013"
"349","International","Virgin Atlantic"
"350","International","Virgin Atlantic"
"351","International","WestJet Airlines"
"352","International","WestJet Airlines"
"353","Domestic","ATA Airlines"
"354","Domestic","ATA Airlines"
"355","Domestic","ATA Airlines"
"356","International","Air Canada "
"357","International","Air Canada "
"358","International","Air China"
"359","International","Air China"
"360","International","Air France"
"361","International","Air France"
"362","International","Air New Zealand"
"363","International","Air New Zealand"
"364","Domestic","AirTran Airways"
"365","Domestic","AirTran Airways"
"366","Domestic","Alaska Airlines"
"367","Domestic","Alaska Airlines"
"368","Domestic","Alaska Airlines"
"369","International","Alaska Airlines"
"370","International","Alaska Airlines"
"371","International","Alaska Airlines"
"372","International","Alaska Airlines"
"373","International","Alaska Airlines"
"374","International","Alaska Airlines"
"375","International","All Nippon Airways"
"376","International","All Nippon Airways"
"377","Domestic","American Airlines"
"378","Domestic","American Airlines"
"379","Domestic","American Eagle Airlines"
"380","Domestic","American Eagle Airlines"
"381","International","Asiana Airlines"
"382","International","Asiana Airlines"
"383","International","British Airways"
"384","International","British Airways"
"385","International","Cathay Pacific"
"386","International","Cathay Pacific"
"387","International","China Airlines"
"388","International","China Airlines"
"389","Domestic","Delta Air Lines"
"390","Domestic","Delta Air Lines"
"391","Domestic","Delta Air Lines"
"392","Domestic","Delta Air Lines"
"393","International","EVA Airways"
"394","International","EVA Airways"
"395","Domestic","Frontier Airlines"
"396","Domestic","Frontier Airlines"
"397","Domestic","Hawaiian Airlines"
"398","Domestic","Hawaiian Airlines"
"399","Domestic","Horizon Air "
"400","Domestic","Horizon Air "
"401","International","Icelandair"
"402","International","Icelandair"
"403","Domestic","Independence Air"
"404","Domestic","Independence Air"
"405","International","Japan Airlines"
"406","International","Japan Airlines"
"407","International","KLM Royal Dutch Airlines"
"408","International","KLM Royal Dutch Airlines"
"409","International","Korean Air Lines"
"410","International","Korean Air Lines"
"411","International","Lufthansa German Airlines"
"412","International","Lufthansa German Airlines"
"413","Domestic","Mesa Airlines"
"414","Domestic","Mesa Airlines"
"415","International","Mexicana Airlines"
"416","International","Mexicana Airlines"
"417","International","Miami Air International"
"418","Domestic","Midwest Airlines"
"419","Domestic","Midwest Airlines"
"420","Domestic","Northwest Airlines"
"421","Domestic","Northwest Airlines"
"422","International","Northwest Airlines"
"423","International","Northwest Airlines"
"424","International","Philippine Airlines"
"425","International","Philippine Airlines"
"426","International","Singapore Airlines"
"427","International","Singapore Airlines"
"428","Domestic","SkyWest Airlines"
"429","Domestic","SkyWest Airlines"
"430","Domestic","SkyWest Airlines"
"431","Domestic","SkyWest Airlines"
"432","International","SkyWest Airlines"
"433","International","SkyWest Airlines"
"434","Domestic","Sun Country Airlines"
"435","Domestic","Sun Country Airlines"
"436","International","TACA"
"437","International","TACA"
"438","Domestic","US Airways"
"439","Domestic","US Airways"
"440","Domestic","US Airways"
"441","Domestic","US Airways"
"442","Domestic","United Airlines"
"443","Domestic","United Airlines"
"444","Domestic","United Airlines - Pre 07/01/2013"
"445","Domestic","United Airlines - Pre 07/01/2013"
"446","Domestic","United Airlines - Pre 07/01/2013"
"447","Domestic","United Airlines - Pre 07/01/2013"
"448","Domestic","United Airlines - Pre 07/01/2013"
"449","Domestic","United Airlines - Pre 07/01/2013"
"450","Domestic","United Airlines - Pre 07/01/2013"
"451","Domestic","United Airlines - Pre 07/01/2013"
"452","International","United Airlines - Pre 07/01/2013"
"453","International","United Airlines - Pre 07/01/2013"
"454","International","United Airlines - Pre 07/01/2013"
"455","International","United Airlines - Pre 07/01/2013"
"456","International","United Airlines - Pre 07/01/2013"
"457","International","United Airlines - Pre 07/01/2013"
"458","International","United Airlines - Pre 07/01/2013"
"459","International","United Airlines - Pre 07/01/2013"
"460","International","United Airlines - Pre 07/01/2013"
"461","International","United Airlines - Pre 07/01/2013"
"462","International","United Airlines - Pre 07/01/2013"
"463","International","United Airlines - Pre 07/01/2013"
"464","International","United Airlines - Pre 07/01/2013"
"465","International","United Airlines - Pre 07/01/2013"
"466","International","United Airlines - Pre 07/01/2013"
"467","International","Virgin Atlantic"
"468","International","Virgin Atlantic"
"469","International","WestJet Airlines"
"470","International","WestJet Airlines"
"471","Domestic","ATA Airlines"
"472","Domestic","ATA Airlines"
"473","Domestic","ATA Airlines"
"474","International","ATA Airlines"
"475","International","ATA Airlines"
"476","International","Air Canada "
"477","International","Air Canada "
"478","International","Air China"
"479","International","Air China"
"480","International","Air France"
"481","International","Air France"
"482","International","Air New Zealand"
"483","International","Air New Zealand"
"484","Domestic","AirTran Airways"
"485","Domestic","AirTran Airways"
"486","Domestic","Alaska Airlines"
"487","Domestic","Alaska Airlines"
"488","Domestic","Alaska Airlines"
"489","International","Alaska Airlines"
"490","International","Alaska Airlines"
"491","International","Alaska Airlines"
"492","International","Alaska Airlines"
"493","International","Alaska Airlines"
"494","International","Alaska Airlines"
"495","International","All Nippon Airways"
"496","International","All Nippon Airways"
"497","Domestic","American Airlines"
"498","Domestic","American Airlines"
"499","Domestic","American Eagle Airlines"
"500","Domestic","American Eagle Airlines"
"501","International","Asiana Airlines"
"502","International","Asiana Airlines"
"503","International","British Airways"
"504","International","British Airways"
"505","International","Cathay Pacific"
"506","International","Cathay Pacific"
"507","International","China Airlines"
"508","International","China Airlines"
"509","Domestic","Delta Air Lines"
"510","Domestic","Delta Air Lines"
"511","Domestic","Delta Air Lines"
"512","Domestic","Delta Air Lines"
"513","International","EVA Airways"
"514","International","EVA Airways"
"515","Domestic","Frontier Airlines"
"516","Domestic","Frontier Airlines"
"517","Domestic","Hawaiian Airlines"
"518","Domestic","Hawaiian Airlines"
"519","Domestic","Horizon Air "
"520","Domestic","Horizon Air "
"521","Domestic","Independence Air"
"522","Domestic","Independence Air"
"523","International","Japan Airlines"
"524","International","Japan Airlines"
"525","International","KLM Royal Dutch Airlines"
"526","International","KLM Royal Dutch Airlines"
"527","International","Korean Air Lines"
"528","International","Korean Air Lines"
"529","International","Lufthansa German Airlines"
"530","International","Lufthansa German Airlines"
"531","Domestic","Mesa Airlines"
"532","Domestic","Mesa Airlines"
"533","International","Mexicana Airlines"
"534","International","Mexicana Airlines"
"535","Domestic","Midwest Airlines"
"536","Domestic","Midwest Airlines"
"537","Domestic","Northwest Airlines"
"538","Domestic","Northwest Airlines"
"539","International","Northwest Airlines"
"540","International","Northwest Airlines"
"541","International","Philippine Airlines"
"542","International","Philippine Airlines"
"543","International","Singapore Airlines"
"544","Domestic","Mesa Airlines"
"545","International","Singapore Airlines"
"546","Domestic","SkyWest Airlines"
"547","Domestic","SkyWest Airlines"
"548","Domestic","SkyWest Airlines"
"549","Domestic","SkyWest Airlines"
"550","International","SkyWest Airlines"
"551","International","SkyWest Airlines"
"552","Domestic","Sun Country Airlines"
"553","Domestic","Sun Country Airlines"
"554","International","TACA"
"555","International","TACA"
"556","Domestic","US Airways"
"557","Domestic","US Airways"
"558","Domestic","US Airways"
"559","Domestic","US Airways"
"560","Domestic","United Airlines"
"561","Domestic","United Airlines"
"562","Domestic","United Airlines - Pre 07/01/2013"
"563","Domestic","United Airlines - Pre 07/01/2013"
"564","Domestic","United Airlines - Pre 07/01/2013"
"565","Domestic","United Airlines - Pre 07/01/2013"
"566","Domestic","United Airlines - Pre 07/01/2013"
"567","International","United Airlines - Pre 07/01/2013"
"568","International","United Airlines - Pre 07/01/2013"
"569","International","United Airlines - Pre 07/01/2013"
"570","International","United Airlines - Pre 07/01/2013"
"571","International","United Airlines - Pre 07/01/2013"
"572","International","United Airlines - Pre 07/01/2013"
"573","International","United Airlines - Pre 07/01/2013"
"574","International","United Airlines - Pre 07/01/2013"
"575","International","Alaska Airlines"
"576","International","United Airlines - Pre 07/01/2013"
"577","International","United Airlines - Pre 07/01/2013"
"578","International","United Airlines - Pre 07/01/2013"
"579","International","United Airlines - Pre 07/01/2013"
"580","International","United Airlines - Pre 07/01/2013"
"581","International","United Airlines - Pre 07/01/2013"
"582","International","Virgin Atlantic"
"583","International","Virgin Atlantic"
"584","International","WestJet Airlines"
"585","International","WestJet Airlines"
"586","Domestic","ATA Airlines"
"587","Domestic","ATA Airlines"
"588","Domestic","ATA Airlines"
"589","International","Air Canada "
"590","International","Air Canada "
"591","International","Air Canada Jazz"
"592","International","Air Canada Jazz"
"593","International","Air China"
"594","International","Air China"
"595","International","Air France"
"596","International","Air France"
"597","International","Air New Zealand"
"598","International","Air New Zealand"
"599","Domestic","AirTran Airways"
"600","Domestic","AirTran Airways"
"601","Domestic","Alaska Airlines"
"602","Domestic","Alaska Airlines"
"603","Domestic","Alaska Airlines"
"604","International","Alaska Airlines"
"605","International","Alaska Airlines"
"606","International","Alaska Airlines"
"607","International","Alaska Airlines"
"608","International","Alaska Airlines"
"609","International","All Nippon Airways"
"610","International","All Nippon Airways"
"611","Domestic","American Airlines"
"612","Domestic","American Airlines"
"613","Domestic","American Eagle Airlines"
"614","Domestic","American Eagle Airlines"
"615","International","Asiana Airlines"
"616","International","Asiana Airlines"
"617","International","British Airways"
"618","International","British Airways"
"619","International","Cathay Pacific"
"620","International","Cathay Pacific"
"621","International","China Airlines"
"622","International","China Airlines"
"623","Domestic","Delta Air Lines"
"624","Domestic","Delta Air Lines"
"625","Domestic","Delta Air Lines"
"626","Domestic","Delta Air Lines"
"627","International","EVA Airways"
"628","International","EVA Airways"
"629","Domestic","Frontier Airlines"
"630","Domestic","Frontier Airlines"
"631","Domestic","Hawaiian Airlines"
"632","Domestic","Hawaiian Airlines"
"633","Domestic","Horizon Air "
"634","Domestic","Horizon Air "
"635","International","Japan Airlines"
"636","International","Japan Airlines"
"637","International","KLM Royal Dutch Airlines"
"638","International","KLM Royal Dutch Airlines"
"639","International","Korean Air Lines"
"640","Domestic","Mesa Airlines"
"641","International","Korean Air Lines"
"642","International","Lufthansa German Airlines"
"643","International","Lufthansa German Airlines"
"644","Domestic","Mesa Airlines"
"645","Domestic","Mesa Airlines"
"646","International","Mexicana Airlines"
"647","International","Mexicana Airlines"
"648","Domestic","Midwest Airlines"
"649","Domestic","Midwest Airlines"
"650","Domestic","Northwest Airlines"
"651","Domestic","Northwest Airlines"
"652","International","Northwest Airlines"
"653","International","Northwest Airlines"
"654","International","Philippine Airlines"
"655","International","Philippine Airlines"
"656","International","Singapore Airlines"
"657","International","Singapore Airlines"
"658","Domestic","SkyWest Airlines"
"659","Domestic","SkyWest Airlines"
"660","Domestic","SkyWest Airlines"
"661","Domestic","SkyWest Airlines"
"662","International","SkyWest Airlines"
"663","International","SkyWest Airlines"
"664","Domestic","Sun Country Airlines"
"665","Domestic","Sun Country Airlines"
"666","International","TACA"
"667","International","TACA"
"668","Domestic","US Airways"
"669","Domestic","US Airways"
"670","Domestic","US Airways"
"671","Domestic","US Airways"
"672","Domestic","United Airlines"
"673","Domestic","United Airlines"
"674","Domestic","United Airlines - Pre 07/01/2013"
"675","Domestic","United Airlines - Pre 07/01/2013"
"676","Domestic","United Airlines - Pre 07/01/2013"
"677","Domestic","United Airlines - Pre 07/01/2013"
"678","Domestic","United Airlines - Pre 07/01/2013"
"679","International","United Airlines - Pre 07/01/2013"
"680","International","United Airlines - Pre 07/01/2013"
"681","International","United Airlines - Pre 07/01/2013"
"682","International","United Airlines - Pre 07/01/2013"
"683","International","United Airlines - Pre 07/01/2013"
"684","International","United Airlines - Pre 07/01/2013"
"685","International","United Airlines - Pre 07/01/2013"
"686","International","United Airlines - Pre 07/01/2013"
"687","International","United Airlines - Pre 07/01/2013"
"688","International","United Airlines - Pre 07/01/2013"
"689","International","United Airlines - Pre 07/01/2013"
"690","International","United Airlines - Pre 07/01/2013"
"691","International","United Airlines - Pre 07/01/2013"
"692","International","United Airlines - Pre 07/01/2013"
"693","International","United Airlines - Pre 07/01/2013"
"694","International","Virgin Atlantic"
"695","International","Virgin Atlantic"
"696","International","WestJet Airlines"
"697","International","WestJet Airlines"
"698","Domestic","ATA Airlines"
"699","Domestic","ATA Airlines"
"700","Domestic","ATA Airlines"
"701","International","Air Canada "
"702","International","Air Canada "
"703","International","Air Canada Jazz"
"704","International","Air Canada Jazz"
"705","International","Air China"
"706","International","Air China"
"707","International","Air France"
"708","International","Air France"
"709","International","Air New Zealand"
"710","International","Air New Zealand"
"711","Domestic","AirTran Airways"
"712","Domestic","AirTran Airways"
"713","Domestic","Alaska Airlines"
"714","Domestic","Alaska Airlines"
"715","Domestic","Alaska Airlines"
"716","International","Alaska Airlines"
"717","International","Alaska Airlines"
"718","International","Alaska Airlines"
"719","International","Alaska Airlines"
"720","International","Alaska Airlines"
"721","International","Alaska Airlines"
"722","International","All Nippon Airways"
"723","International","All Nippon Airways"
"724","Domestic","American Airlines"
"725","Domestic","American Airlines"
"726","Domestic","American Eagle Airlines"
"727","Domestic","American Eagle Airlines"
"728","International","Asiana Airlines"
"729","International","Asiana Airlines"
"730","International","British Airways"
"731","International","British Airways"
"732","International","Cathay Pacific"
"733","International","Cathay Pacific"
"734","International","China Airlines"
"735","International","China Airlines"
"736","Domestic","Delta Air Lines"
"737","Domestic","Delta Air Lines"
"738","Domestic","Delta Air Lines"
"739","Domestic","Delta Air Lines"
"740","International","EVA Airways"
"741","International","EVA Airways"
"742","Domestic","Frontier Airlines"
"743","Domestic","Frontier Airlines"
"744","Domestic","Hawaiian Airlines"
"745","Domestic","Hawaiian Airlines"
"746","Domestic","Horizon Air "
"747","Domestic","Horizon Air "
"748","International","Japan Airlines"
"749","International","Japan Airlines"
"750","International","KLM Royal Dutch Airlines"
"751","International","KLM Royal Dutch Airlines"
"752","International","Korean Air Lines"
"753","International","Korean Air Lines"
"754","International","Lufthansa German Airlines"
"755","International","Lufthansa German Airlines"
"756","Domestic","Mesa Airlines"
"757","Domestic","Mesa Airlines"
"758","International","Mexicana Airlines"
"759","International","Mexicana Airlines"
"760","Domestic","Midwest Airlines"
"761","Domestic","Midwest Airlines"
"762","Domestic","Northwest Airlines"
"763","Domestic","Northwest Airlines"
"764","International","Northwest Airlines"
"765","International","Northwest Airlines"
"766","International","Philippine Airlines"
"767","International","Philippine Airlines"
"768","International","Singapore Airlines"
"769","International","Singapore Airlines"
"770","Domestic","SkyWest Airlines"
"771","Domestic","SkyWest Airlines"
"772","Domestic","SkyWest Airlines"
"773","Domestic","SkyWest Airlines"
"774","International","SkyWest Airlines"
"775","International","SkyWest Airlines"
"776","Domestic","Sun Country Airlines"
"777","Domestic","Sun Country Airlines"
"778","International","TACA"
"779","International","TACA"
"780","Domestic","US Airways"
"781","Domestic","US Airways"
"782","Domestic","US Airways"
"783","Domestic","US Airways"
"784","Domestic","United Airlines"
"785","Domestic","United Airlines"
"786","Domestic","United Airlines - Pre 07/01/2013"
"787","Domestic","United Airlines - Pre 07/01/2013"
"788","Domestic","United Airlines - Pre 07/01/2013"
"789","Domestic","United Airlines - Pre 07/01/2013"
"790","Domestic","United Airlines - Pre 07/01/2013"
"791","Domestic","United Airlines - Pre 07/01/2013"
"792","Domestic","United Airlines - Pre 07/01/2013"
"793","Domestic","United Airlines - Pre 07/01/2013"
"794","International","United Airlines - Pre 07/01/2013"
"795","International","United Airlines - Pre 07/01/2013"
"796","International","United Airlines - Pre 07/01/2013"
"797","International","United Airlines - Pre 07/01/2013"
"798","International","United Airlines - Pre 07/01/2013"
"799","International","United Airlines - Pre 07/01/2013"
"800","International","United Airlines - Pre 07/01/2013"
"801","International","United Airlines - Pre 07/01/2013"
"802","International","United Airlines - Pre 07/01/2013"
"803","International","United Airlines - Pre 07/01/2013"
"804","International","United Airlines - Pre 07/01/2013"
"805","International","United Airlines - Pre 07/01/2013"
"806","International","United Airlines - Pre 07/01/2013"
"807","International","United Airlines - Pre 07/01/2013"
"808","International","United Airlines - Pre 07/01/2013"
"809","International","Virgin Atlantic"
"810","International","Virgin Atlantic"
"811","International","WestJet Airlines"
"812","International","WestJet Airlines"
"813","Domestic","ATA Airlines"
